Region;Year;Professional groups;Age Group;Total ;Women;Men;Gender Pay Gap;;;;;;;;
Ticino;2020;Construction and finishing workers and related occupations, excl. Electricians;30 - 49;5 546;*;5 546;#WERT!;;;;;;;;
Ticino;2020;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;30 - 49;4 708;*;4 708;#WERT!;;;;;;;;
Ticino;2020;Precision craftsmen and women, printers and artisans;30 - 49;3 466;*;3 352;#WERT!;;;;;;;;
Ticino;2020;Electricians and electronics technicians;30 - 49;5 848;*;5 886;#WERT!;;;;;;;;
Ticino;2020;Food processing, clothing production and related skilled trades;30 - 49;4 008;3 569;4 534; 965;;;;;;;;
Ticino;2020;Operating plant and machinery and assembly occupations;30 - 49;4 311;3 394;4 926;1 532;;;;;;;;
Ticino;2020;Operating stationary plant and machinery;30 - 49;4 313;3 649;4 808;1 159;;;;;;;;
Ticino;2020;Assembly occupations;30 - 49;3 398;3 394;4 719;1 325;;;;;;;;
Ticino;2020;Driving vehicles and operating mobile equipment;30 - 49;5 092;*;5 088;#WERT!;;;;;;;;
Ticino;2020;Auxiliary workers;30 - 49;4 224;3 690;4 579; 889;;;;;;;;
Ticino;2020;Cleaning staff and unskilled workers;30 - 49;3 797;3 862;3 610;- 252;;;;;;;;
Ticino;2020;Auxiliary workers in mining, construction, production of goods and transportation;30 - 49;4 904;3 306;5 156;1 850;;;;;;;;
Ticino;2021;Total ;>= 50;6 190;5 539;6 563;1 024;;;;;;;;
Ticino;2020;Executives;>= 50;10 290;7 907;10 744;2 837;;;;;;;;
Ticino;2020;Managing directors, board members, senior administrative staff and legislative bodies;>= 50;10 753;8 304;11 107;2 803;;;;;;;;
Ticino;2020;Managers in the commercial sector;>= 50;9 767;8 124;10 215;2 091;;;;;;;;
Ticino;2020;Managers in production and specialized services;>= 50;9 724;7 907;10 000;2 093;;;;;;;;
Ticino;2020;Managers in hotels, restaurants, retail and other services services;>= 50;*;*;*;#WERT!;;;;;;;;
Ticino;2020;Intellectual and scientific professions;>= 50;8 692;8 351;9 461;1 110;;;;;;;;
Ticino;2020;Scientists, mathematicians and engineers;>= 50;9 243;8 670;9 348; 678;;;;;;;;
Ticino;2020;Specialists in health professions;>= 50;7 979;7 825;8 494; 669;;;;;;;;
Ticino;2020;Teachers;>= 50;8 864;8 693;9 623; 930;;;;;;;;
Ticino;2020;Business economists and similar specialists;>= 50;9 592;8 029;10 829;2 800;;;;;;;;
Ticino;2020;Specialists in information and communication technology;>= 50;8 549;*;8 668;#WERT!;;;;;;;;
Ticino;2020;Lawyers, social scientists and cultural professions;>= 50;9 524;9 011;9 724; 713;;;;;;;;
Ticino;2020;Technicians and equivalent non-technical professions;>= 50;6 960;6 371;7 299; 928;;;;;;;;
Ticino;2020;Engineering and comparable specialists;>= 50;6 827;5 776;6 863;1 087;;;;;;;;
Ticino;2020;Assistant professions in the healthcare sector;>= 50;5 973;5 883;6 849; 966;;;;;;;;
Ticino;2020;Business management and commercial specialists and administrative specialists;>= 50;7 299;6 584;8 000;1 416;;;;;;;;
Ticino;2020;Legal, social, cultural and related professionals;>= 50;7 373;7 544;7 088;- 456;;;;;;;;
Ticino;2020;Information and communication technicians;>= 50;7 653;*;7 433;#WERT!;;;;;;;;
Ticino;2020;Office workers and related professions;>= 50;5 740;5 570;6 356; 786;;;;;;;;
Ticino;2020;General office and secretarial staff;>= 50;5 632;5 555;6 283; 728;;;;;;;;
Ticino;2020;Office staff with customer contact;>= 50;7 950;6 055;10 399;4 344;;;;;;;;
Ticino;2020;Office staff in finance and accounting, statistics and materials management;>= 50;5 145;5 351;5 111;- 240;;;;;;;;
Ticino;2020;Other office workers and related occupations;>= 50;6 335;6 144;6 388; 244;;;;;;;;
Ticino;2020;Service professions and salespersons;>= 50;5 059;4 867;5 298; 431;;;;;;;;
Ticino;2020;Occupations in the field of personal services;>= 50;4 559;4 300;4 691; 391;;;;;;;;
Ticino;2020;Sales staff;>= 50;4 885;4 473;5 584;1 111;;;;;;;;
Ticino;2020;Caring professions;>= 50;5 470;5 464;5 486; 22;;;;;;;;
Ticino;2020;Protection and security workers;>= 50;7 067;*;7 394;#WERT!;;;;;;;;
Ticino;2020;Skilled workers in agriculture, forestry and fishing;>= 50;5 862;*;5 890;#WERT!;;;;;;;;
Ticino;2020;Skilled workers in agriculture;>= 50;5 862;*;5 890;#WERT!;;;;;;;;
Ticino;2020;Craft and related trades;>= 50;5 624;3 313;5 800;2 487;;;;;;;;
Ticino;2020;Construction and finishing workers and related occupations, excl. Electricians;>= 50;5 885;*;5 885;#WERT!;;;;;;;;
Ticino;2020;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;>= 50;5 347;*;5 352;#WERT!;;;;;;;;
Ticino;2020;Precision craftsmen and women, printers and artisans;>= 50;3 322;*;*;#WERT!;;;;;;;;
Ticino;2020;Electricians and electronics technicians;>= 50;6 037;*;6 070;#WERT!;;;;;;;;
Ticino;2020;Food processing, clothing production and related skilled trades;>= 50;3 703;3 310;5 153;1 843;;;;;;;;
Ticino;2020;Operating plant and machinery and assembly occupations;>= 50;4 872;3 567;5 549;1 982;;;;;;;;
Ticino;2020;Operating stationary plant and machinery;>= 50;4 364;3 732;5 128;1 396;;;;;;;;
Ticino;2020;Assembly occupations;>= 50;4 194;3 392;6 106;2 714;;;;;;;;
Ticino;2020;Driving vehicles and operating mobile equipment;>= 50;5 676;*;5 676;#WERT!;;;;;;;;
Ticino;2020;Auxiliary workers;>= 50;4 540;3 833;5 104;1 271;;;;;;;;
Ticino;2020;Cleaning staff and unskilled workers;>= 50;4 187;4 072;5 126;1 054;;;;;;;;
Ticino;2020;Auxiliary workers in mining, construction, production of goods and transportation;>= 50;5 008;3 340;5 172;1 832;;;;;;;;
Ticino;2018;Total ;total ;5 363;4 836;5 617; 781;;;;;;;;
Ticino;2018;Executives;total ;7 907;6 604;8 436;1 832;;;;;;;;
Ticino;2018;Managing directors, board members, senior administrative staff and legislative bodies;total ;9 613;7 200;10 000;2 800;;;;;;;;
Ticino;2018;Managers in the commercial sector;total ;7 500;6 250;8 125;1 875;;;;;;;;
Ticino;2018;Managers in production and specialized services;total ;7 807;7 690;7 863; 173;;;;;;;;
Ticino;2018;Managers in hotels, restaurants, retail and other services services;total ;5 030;4 607;5 108; 501;;;;;;;;
Ticino;2018;Intellectual and scientific professions;total ;7 100;6 902;7 249; 347;;;;;;;;
Ticino;2018;Scientists, mathematicians and engineers;total ;6 755;5 229;7 192;1 963;;;;;;;;
Ticino;2018;Specialists in health professions;total ;8 010;7 547;9 426;1 879;;;;;;;;
Ticino;2018;Teachers;total ;7 778;7 648;8 029; 381;;;;;;;;
Ticino;2018;Business economists and similar specialists;total ;6 414;5 726;6 935;1 209;;;;;;;;
Ticino;2018;Specialists in information and communication technology;total ;6 492;5 508;6 618;1 110;;;;;;;;
Ticino;2018;Lawyers, social scientists and cultural professions;total ;7 222;7 144;7 492; 348;;;;;;;;
Ticino;2018;Technicians and equivalent non-technical professions;total ;6 016;5 677;6 283; 606;;;;;;;;
Ticino;2018;Engineering and comparable specialists;total ;6 200;6 096;6 200; 104;;;;;;;;
Ticino;2018;Assistant professions in the healthcare sector;total ;6 261;6 106;6 777; 671;;;;;;;;
Ticino;2018;Business management and commercial specialists and administrative specialists;total ;6 100;5 558;7 040;1 482;;;;;;;;
Ticino;2018;Legal, social, cultural and related professionals;total ;5 365;4 875;5 778; 903;;;;;;;;
Ticino;2018;Information and communication technicians;total ;4 113;3 516;4 597;1 081;;;;;;;;
Ticino;2018;Office workers and related professions;total ;4 792;4 815;4 763;- 52;;;;;;;;
Ticino;2018;General office and secretarial staff;total ;5 000;4 948;5 162; 214;;;;;;;;
Ticino;2018;Office staff with customer contact;total ;4 458;4 250;5 166; 916;;;;;;;;
Ticino;2018;Office staff in finance and accounting, statistics and materials management;total ;4 117;3 906;4 122; 216;;;;;;;;
Ticino;2018;Other office workers and related occupations;total ;4 766;*;*;#WERT!;;;;;;;;
Ticino;2018;Service professions and salespersons;total ;4 429;4 333;4 567; 234;;;;;;;;
Ticino;2018;Occupations in the field of personal services;total ;4 098;3 921;4 230; 309;;;;;;;;
Ticino;2018;Sales staff;total ;4 567;4 340;5 031; 691;;;;;;;;
Ticino;2018;Caring professions;total ;5 315;5 314;5 338; 24;;;;;;;;
Ticino;2018;Protection and security workers;total ;5 499;5 499;5 538; 39;;;;;;;;
Ticino;2018;Skilled workers in agriculture, forestry and fishing;total ;4 783;*;4 851;#WERT!;;;;;;;;
Ticino;2018;Skilled workers in agriculture;total ;4 783;*;4 894;#WERT!;;;;;;;;
Ticino;2018;Craft and related trades;total ;5 296;3 206;5 438;2 232;;;;;;;;
Ticino;2018;Construction and finishing workers and related occupations, excl. Electricians;total ;5 611;*;5 611;#WERT!;;;;;;;;
Ticino;2018;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;total ;5 205;*;5 205;#WERT!;;;;;;;;
Ticino;2018;Precision craftsmen and women, printers and artisans;total ;3 346;3 212;4 471;1 259;;;;;;;;
Ticino;2018;Electricians and electronics technicians;total ;5 417;*;5 471;#WERT!;;;;;;;;
Ticino;2018;Food processing, clothing production and related skilled trades;total ;4 027;3 207;4 627;1 420;;;;;;;;
Ticino;2018;Operating plant and machinery and assembly occupations;total ;4 331;3 460;4 933;1 473;;;;;;;;
Ticino;2018;Operating stationary plant and machinery;total ;4 225;3 293;4 701;1 408;;;;;;;;
Ticino;2018;Assembly occupations;total ;3 595;3 481;4 819;1 338;;;;;;;;
Ticino;2018;Driving vehicles and operating mobile equipment;total ;5 188;*;5 199;#WERT!;;;;;;;;
Ticino;2018;Auxiliary workers;total ;4 222;3 727;4 583; 856;;;;;;;;
Ticino;2018;Cleaning staff and unskilled workers;total ;3 793;3 791;3 826; 35;;;;;;;;
Ticino;2018;Auxiliary workers in mining, construction, production of goods and transportation;total ;5 157;3 450;5 303;1 853;;;;;;;;
Ticino;2018;Total ;<= 29;4 344;4 233;4 514; 281;;;;;;;;
Ticino;2018;Executives;<= 29;5 287;4 830;5 308; 478;;;;;;;;
Ticino;2018;Managing directors, board members, senior administrative staff and legislative bodies;<= 29;*;*;*;#WERT!;;;;;;;;
Ticino;2018;Managers in the commercial sector;<= 29;*;*;*;#WERT!;;;;;;;;
Ticino;2018;Managers in production and specialized services;<= 29;*;*;*;#WERT!;;;;;;;;
Ticino;2018;Managers in hotels, restaurants, retail and other services services;<= 29;*;*;*;#WERT!;;;;;;;;
Ticino;2018;Intellectual and scientific professions;<= 29;5 328;5 566;5 147;- 419;;;;;;;;
Ticino;2018;Scientists, mathematicians and engineers;<= 29;4 873;*;5 032;#WERT!;;;;;;;;
Ticino;2018;Specialists in health professions;<= 29;5 771;5 729;5 828; 99;;;;;;;;
Ticino;2018;Teachers;<= 29;6 530;6 634;4 743;-1 891;;;;;;;;
Ticino;2018;Business economists and similar specialists;<= 29;4 754;*;4 945;#WERT!;;;;;;;;
Ticino;2018;Specialists in information and communication technology;<= 29;4 959;*;5 032;#WERT!;;;;;;;;
Ticino;2018;Lawyers, social scientists and cultural professions;<= 29;5 670;*;*;#WERT!;;;;;;;;
Ticino;2018;Technicians and equivalent non-technical professions;<= 29;4 818;4 813;4 921; 108;;;;;;;;
Ticino;2018;Engineering and comparable specialists;<= 29;4 643;*;4 633;#WERT!;;;;;;;;
Ticino;2018;Assistant professions in the healthcare sector;<= 29;5 576;5 479;5 813; 334;;;;;;;;
Ticino;2018;Business management and commercial specialists and administrative specialists;<= 29;4 743;4 536;5 147; 611;;;;;;;;
Ticino;2018;Legal, social, cultural and related professionals;<= 29;4 495;4 155;4 787; 632;;;;;;;;
Ticino;2018;Information and communication technicians;<= 29;3 725;*;3 656;#WERT!;;;;;;;;
Ticino;2018;Office workers and related professions;<= 29;4 178;4 297;4 178;- 119;;;;;;;;
Ticino;2018;General office and secretarial staff;<= 29;4 364;4 445;4 178;- 267;;;;;;;;
Ticino;2018;Office staff with customer contact;<= 29;4 105;4 102;*;#WERT!;;;;;;;;
Ticino;2018;Office staff in finance and accounting, statistics and materials management;<= 29;3 615;*;3 547;#WERT!;;;;;;;;
Ticino;2018;Other office workers and related occupations;<= 29;*;*;*;#WERT!;;;;;;;;
Ticino;2018;Service professions and salespersons;<= 29;4 064;4 021;4 163; 142;;;;;;;;
Ticino;2018;Occupations in the field of personal services;<= 29;3 839;3 774;3 942; 168;;;;;;;;
Ticino;2018;Sales staff;<= 29;4 134;4 119;4 225; 106;;;;;;;;
Ticino;2018;Caring professions;<= 29;4 752;4 568;*;#WERT!;;;;;;;;
Ticino;2018;Protection and security workers;<= 29;4 581;*;4 563;#WERT!;;;;;;;;
Ticino;2018;Skilled workers in agriculture, forestry and fishing;<= 29;4 366;*;4 496;#WERT!;;;;;;;;
Ticino;2018;Skilled workers in agriculture;<= 29;*;*;*;#WERT!;;;;;;;;
Ticino;2018;Craft and related trades;<= 29;4 476;3 210;4 678;1 468;;;;;;;;
Ticino;2018;Construction and finishing workers and related occupations, excl. Electricians;<= 29;5 057;*;5 057;#WERT!;;;;;;;;
Ticino;2018;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;<= 29;4 476;*;4 476;#WERT!;;;;;;;;
Ticino;2018;Precision craftsmen and women, printers and artisans;<= 29;3 148;3 146;*;#WERT!;;;;;;;;
Ticino;2018;Electricians and electronics technicians;<= 29;4 846;*;4 846;#WERT!;;;;;;;;
Ticino;2018;Food processing, clothing production and related skilled trades;<= 29;3 910;*;4 101;#WERT!;;;;;;;;
Ticino;2018;Operating plant and machinery and assembly occupations;<= 29;3 743;3 489;4 189; 700;;;;;;;;
Ticino;2018;Operating stationary plant and machinery;<= 29;3 519;*;4 087;#WERT!;;;;;;;;
Ticino;2018;Assembly occupations;<= 29;3 600;*;*;#WERT!;;;;;;;;
Ticino;2018;Driving vehicles and operating mobile equipment;<= 29;4 153;*;4 153;#WERT!;;;;;;;;
Ticino;2018;Auxiliary workers;<= 29;3 839;3 450;4 005; 555;;;;;;;;
Ticino;2018;Cleaning staff and unskilled workers;<= 29;3 421;3 421;*;#WERT!;;;;;;;;
Ticino;2018;Auxiliary workers in mining, construction, production of goods and transportation;<= 29;4 134;*;4 213;#WERT!;;;;;;;;
Ticino;2018;Total ;30 - 49;5 417;4 958;5 607; 649;;;;;;;;
Ticino;2018;Executives;30 - 49;7 429;6 348;8 104;1 756;;;;;;;;
Ticino;2018;Managing directors, board members, senior administrative staff and legislative bodies;30 - 49;8 645;6 903;8 905;2 002;;;;;;;;
Ticino;2018;Managers in the commercial sector;30 - 49;7 429;5 863;8 730;2 867;;;;;;;;
Ticino;2018;Managers in production and specialized services;30 - 49;7 581;7 301;7 639; 338;;;;;;;;
Ticino;2018;Managers in hotels, restaurants, retail and other services services;30 - 49;4 658;*;5 108;#WERT!;;;;;;;;
Ticino;2018;Intellectual and scientific professions;30 - 49;7 177;7 119;7 214; 95;;;;;;;;
Ticino;2018;Scientists, mathematicians and engineers;30 - 49;6 771;5 426;7 176;1 750;;;;;;;;
Ticino;2018;Specialists in health professions;30 - 49;8 517;8 041;10 000;1 959;;;;;;;;
Ticino;2018;Teachers;30 - 49;7 854;7 822;7 873; 51;;;;;;;;
Ticino;2018;Business economists and similar specialists;30 - 49;6 746;5 837;7 270;1 433;;;;;;;;
Ticino;2018;Specialists in information and communication technology;30 - 49;6 603;5 791;6 655; 864;;;;;;;;
Ticino;2018;Lawyers, social scientists and cultural professions;30 - 49;7 156;7 204;7 122;- 82;;;;;;;;
Ticino;2018;Technicians and equivalent non-technical professions;30 - 49;6 127;5 857;6 301; 444;;;;;;;;
Ticino;2018;Engineering and comparable specialists;30 - 49;6 209;6 690;6 163;- 527;;;;;;;;
Ticino;2018;Assistant professions in the healthcare sector;30 - 49;6 633;6 606;6 927; 321;;;;;;;;
Ticino;2018;Business management and commercial specialists and administrative specialists;30 - 49;6 100;5 580;7 058;1 478;;;;;;;;
Ticino;2018;Legal, social, cultural and related professionals;30 - 49;5 500;5 204;5 905; 701;;;;;;;;
Ticino;2018;Information and communication technicians;30 - 49;4 200;3 520;4 899;1 379;;;;;;;;
Ticino;2018;Office workers and related professions;30 - 49;4 738;4 742;4 734;- 8;;;;;;;;
Ticino;2018;General office and secretarial staff;30 - 49;5 064;4 906;5 556; 650;;;;;;;;
Ticino;2018;Office staff with customer contact;30 - 49;4 664;4 235;5 166; 931;;;;;;;;
Ticino;2018;Office staff in finance and accounting, statistics and materials management;30 - 49;4 063;3 800;4 079; 279;;;;;;;;
Ticino;2018;Other office workers and related occupations;30 - 49;*;*;*;#WERT!;;;;;;;;
Ticino;2018;Service professions and salespersons;30 - 49;4 450;4 398;4 532; 134;;;;;;;;
Ticino;2018;Occupations in the field of personal services;30 - 49;4 092;3 955;4 219; 264;;;;;;;;
Ticino;2018;Sales staff;30 - 49;4 640;4 459;5 024; 565;;;;;;;;
Ticino;2018;Caring professions;30 - 49;5 387;5 393;5 254;- 139;;;;;;;;
Ticino;2018;Protection and security workers;30 - 49;5 625;*;5 625;#WERT!;;;;;;;;
Ticino;2018;Skilled workers in agriculture, forestry and fishing;30 - 49;4 734;*;4 760;#WERT!;;;;;;;;
Ticino;2018;Skilled workers in agriculture;30 - 49;4 693;*;4 713;#WERT!;;;;;;;;
Ticino;2018;Craft and related trades;30 - 49;5 236;3 237;5 427;2 190;;;;;;;;
Ticino;2018;Construction and finishing workers and related occupations, excl. Electricians;30 - 49;5 586;*;5 579;#WERT!;;;;;;;;
Ticino;2018;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;30 - 49;5 075;*;5 089;#WERT!;;;;;;;;
Ticino;2018;Precision craftsmen and women, printers and artisans;30 - 49;3 407;3 228;4 512;1 284;;;;;;;;
Ticino;2018;Electricians and electronics technicians;30 - 49;5 405;*;5 462;#WERT!;;;;;;;;
Ticino;2018;Food processing, clothing production and related skilled trades;30 - 49;4 023;3 290;4 661;1 371;;;;;;;;
Ticino;2018;Operating plant and machinery and assembly occupations;30 - 49;4 208;3 414;4 863;1 449;;;;;;;;
Ticino;2018;Operating stationary plant and machinery;30 - 49;4 225;3 330;4 856;1 526;;;;;;;;
Ticino;2018;Assembly occupations;30 - 49;3 502;3 414;4 819;1 405;;;;;;;;
Ticino;2018;Driving vehicles and operating mobile equipment;30 - 49;5 037;*;5 092;#WERT!;;;;;;;;
Ticino;2018;Auxiliary workers;30 - 49;4 173;3 662;4 546; 884;;;;;;;;
Ticino;2018;Cleaning staff and unskilled workers;30 - 49;3 759;3 759;3 707;- 52;;;;;;;;
Ticino;2018;Auxiliary workers in mining, construction, production of goods and transportation;30 - 49;4 871;3 222;5 072;1 850;;;;;;;;
Ticino;2018;Total ;>= 50;5 917;5 198;6 250;1 052;;;;;;;;
Ticino;2018;Executives;>= 50;8 968;7 649;9 613;1 964;;;;;;;;
Ticino;2018;Managing directors, board members, senior administrative staff and legislative bodies;>= 50;10 725;7 850;10 725;2 875;;;;;;;;
Ticino;2018;Managers in the commercial sector;>= 50;8 250;7 909;8 254; 345;;;;;;;;
Ticino;2018;Managers in production and specialized services;>= 50;8 227;8 295;8 227;- 68;;;;;;;;
Ticino;2018;Managers in hotels, restaurants, retail and other services services;>= 50;5 195;*;*;#WERT!;;;;;;;;
Ticino;2018;Intellectual and scientific professions;>= 50;8 560;8 254;9 081; 827;;;;;;;;
Ticino;2018;Scientists, mathematicians and engineers;>= 50;9 389;*;9 405;#WERT!;;;;;;;;
Ticino;2018;Specialists in health professions;>= 50;9 217;7 809;11 662;3 853;;;;;;;;
Ticino;2018;Teachers;>= 50;8 517;8 512;8 735; 223;;;;;;;;
Ticino;2018;Business economists and similar specialists;>= 50;7 616;7 448;7 878; 430;;;;;;;;
Ticino;2018;Specialists in information and communication technology;>= 50;8 402;*;8 444;#WERT!;;;;;;;;
